id_article;AutEur1;AutEur2;AutEur3;AutEur4;AutEur5;AutEur6;AutEur7;AutEur8;AutEur9;AutEur10;AutEur11;AutEur12;AutEur13;AutEur14
7381;GLENN N.;FROHLICH K.;VALLEE J.;;;;;;;;;;;
7382;GRASLAND C.;TOUREILLE E.;;;;;;;;;;;;
7383;HIRSCHHAUSEN B. von;;;;;;;;;;;;;
7384;HIRSCHHAUSEN B. von;GARRIDO C.;HOCQUET M.;;;;;;;;;;;
7385;HIRSCHHAUSEN B. von;HASLINGER P.;BUCHEN T.;WARDENGA U.;;;;;;;;;;
7386;KESTENS Y.;CHAIX B.;GAUVIN L.;GERBER P.;LORD S.;PAYETTE H.;RICHARD L.;VALLEE J.;;;;;;
7387;LE GOIX R.;QUEVA C.;;;;;;;;;;;;
7388;LE NECHET F.;RAIMBAULT J.;;;;;;;;;;;;
7389;NAHASSIA L.;;;;;;;;;;;;;
7390;NAHASSIA L.;;;;;;;;;;;;;
7391;NAHASSIA L.;;;;;;;;;;;;;
7392;NAHASSIA L.;;;;;;;;;;;;;
7393;NAHASSIA L.;;;;;;;;;;;;;
7394;PEREZ-INDAVEREA M.-A.;VILA-VÁZQUEZ J.-I.;;;;;;;;;;;;
7395;QUEVA C.;;;;;;;;;;;;;
7396;QUEVA C.;;;;;;;;;;;;;
7397;QUEYROI F.;BEAUGUITTE L.;PECOUT H.;;;;;;;;;;;
7398;TROUDE A.;;;;;;;;;;;;;
7399;VALLEE J.;FROHLICH K.;SHARECK M.;DATTA G.;KESTENS Y.;;;;;;;;;
7400;VALLEE J.;;;;;;;;;;;;;
7401;VALLEE J.;LE ROUX G.;KESTENS Y.;CHAIX B.;CHAUVIN P.;;;;;;;;;
7402;ZDANOWSKA N.;;;;;;;;;;;;;
7403;ZDANOWSKA N.;;;;;;;;;;;;;
7404;ZDANOWSKA N.;;;;;;;;;;;;;
7405;ZDANOWSKA N.;;;;;;;;;;;;;
7406;GEORGEAULT L.;JUNQUA G.;BARLES S.;;;;;;;;;;;
7407;AUGISEAU V.;BARLES S.;;;;;;;;;;;;
7408;THEBAULT E.;BARLES S.;;;;;;;;;;;;
7409;BARLES S.;;;;;;;;;;;;;
7410;BARLES S.;;;;;;;;;;;;;
7411;DUPUY G.;;;;;;;;;;;;;
7412;DUPUY G.;;;;;;;;;;;;;
7413;BESSE J.-M.;;;;;;;;;;;;;
7414;BESSE J.-M.;;;;;;;;;;;;;
7415;DEPREST F.;;;;;;;;;;;;;
7416;OLMEDO E.;;;;;;;;;;;;;
7417;OLMEDO E.;;;;;;;;;;;;;
7418;OLMEDO E.;;;;;;;;;;;;;
7419;OLMEDO E.;;;;;;;;;;;;;
7420;ORAIN O.;;;;;;;;;;;;;
7421;ROBIC M.-C.;;;;;;;;;;;;;
7422;ROSEMBERG M.;;;;;;;;;;;;;
7423;ROSEMBERG M.;TROIN F.;;;;;;;;;;;;
7424;VERDIER N.;;;;;;;;;;;;;
7425;VERDIER N.;;;;;;;;;;;;;
7426;VERDIER N.;;;;;;;;;;;;;
7427;GONZALEZ J.;BANOS A.;DOURSAT R.;;;;;;;;;;;
7428;RAIMBAULT J.;BANOS A.;DOURSAT R.;;;;;;;;;;;
7429;GASTNER M.T.;DUCRUET C.;;;;;;;;;;;;
7430;FRANÇOIS J.-C.;;;;;;;;;;;;;
7431;VIENNE F.;DOUAY N.;LE GOIX R.;SEVERO M.;;;;;;;;;;
7432;FINANCE O.;;;;;;;;;;;;;
7433;GOMES E.;ABRANTES P.;ROCHA J.;FONTES I.;BOAVIDA-PORTUGAL I.;;;;;;;;;
7434;BOAVIDA-PORTUGAL I.;FERREIRA C.;ROCHA J.;GOMES E.;;;;;;;;;;
7435;GOMES E.;SOUSA C.;CAPINHA C.;ROCHA J.;;;;;;;;;;
7436;GRAVIER J.;;;;;;;;;;;;;
7437;GAUMONT N.;QUEYROI F.;MAGNIEN C.;LATAPY M.;;;;;;;;;;
7438;RAIMBAULT J.;;;;;;;;;;;;;
7439;RAIMBAULT J.;BANOS A.;DOURSAT R.;;;;;;;;;;;
7440;RAIMBAULT J.;;;;;;;;;;;;;
7441;SWERTS E.;PUMAIN D.;;;;;;;;;;;;
7442;TROUDE A.;;;;;;;;;;;;;
7443;HALLAIR G.;;;;;;;;;;;;;
7444;DEPREST F.;;;;;;;;;;;;;
7445;OLMEDO E.;;;;;;;;;;;;;
7446;VERDIER N.;;;;;;;;;;;;;
7447;BANOS A.;CORSON N.;GAUDOU B.;LAPERRIERE V.;REY S.;;;;;;;;;
7448;BERROIR S.;BRES A.;DESJARDINS X.;DOUAY N.;FOL S.;LE GOIX R.;QUEVA C.;;;;;;;
7449;LE GOIX R.;;;;;;;;;;;;;
7450;LE GOIX R.;;;;;;;;;;;;;
7451;PUMAIN D.;;;;;;;;;;;;;
7452;LE BIGOT B.;;;;;;;;;;;;;
7453;NAHASSIA L.;;;;;;;;;;;;;
7454;VIANA CERQUEIRA E.;;;;;;;;;;;;;
7455;OLMEDO E.;;;;;;;;;;;;;
7456;OLMEDO E.;ROUX J.-M.;;;;;;;;;;;;
7457;OLMEDO E.;;;;;;;;;;;;;
7458;RAIMBAULT J.;;;;;;;;;;;;;
7459;RAIMBAULT J.;GONZALEZ J.;;;;;;;;;;;;
7461;ZANIN C.;;;;;;;;;;;;;
7462;ZANIN C.;;;;;;;;;;;;;
7463;AVELINE-DUBACH N.;;;;;;;;;;;;;
7464;AVELINE-DUBACH N.;;;;;;;;;;;;;
7465;BARLES S.;;;;;;;;;;;;;
7466;BARLES S.;;;;;;;;;;;;;
7467;DEBRIE J.;;;;;;;;;;;;;
7468;BESSE J.-M.;;;;;;;;;;;;;
7469;BESSE J.-M.;;;;;;;;;;;;;
7470;BESSE J.-M.;TIBERGHIEN G.;;;;;;;;;;;;
7471;BESSE J.-M.;DEBARRE S.;;;;;;;;;;;;
7472;BESSE J.-M.;;;;;;;;;;;;;
7473;BESSE J.-M.;;;;;;;;;;;;;
7474;BESSE J.-M.;;;;;;;;;;;;;
7475;BESSE J.-M.;;;;;;;;;;;;;
7476;BESSE J.-M.;;;;;;;;;;;;;
7477;BESSE J.-M.;ROMANO A.;;;;;;;;;;;;
7478;ROSEMBERG M.;;;;;;;;;;;;;
7479;BRETAGNOLLE A.;;;;;;;;;;;;;
7480;BRETAGNOLLE A.;FRANC A.;;;;;;;;;;;;
7481;DUCRUET C.;;;;;;;;;;;;;
7482;DUCRUET C.;ROUSSIN S.;LEE S.W.;;;;;;;;;;;
7483;DUCRUET C.;CUYALA S.;EL HOSNI A.;;;;;;;;;;;
7484;DUCRUET C.;;;;;;;;;;;;;
7485;DUCRUET C.;;;;;;;;;;;;;
7486;DUCRUET C.;;;;;;;;;;;;;
7487;DUCRUET C.;;;;;;;;;;;;;
7488;DUCRUET C.;;;;;;;;;;;;;
7489;LE GOIX R.;;;;;;;;;;;;;
7490;LE GOIX R.;;;;;;;;;;;;;
7491;LE GOIX R.;;;;;;;;;;;;;
7492;HIRSCHHAUSEN B. von;;;;;;;;;;;;;
7493;HIRSCHHAUSEN B. von;;;;;;;;;;;;;
7494;HIRSCHHAUSEN B. von;;;;;;;;;;;;;
7495;HIRSCHHAUSEN B. von;KRAFT C.;BALDAUF I.;COSTA S.;ECKERT A.;;;;;;;;;
7496;HIRSCHHAUSEN B. von;KRAFT C.;MÜLLER D.;SPRODOWSKI;;;;;;;;;;
7497;TROUDE A.;;;;;;;;;;;;;
7498;VILA-VÁZQUEZ J.-I.;;;;;;;;;;;;;
7499;VILA-VÁZQUEZ J.-I.;;;;;;;;;;;;;
7500;ZANIN C.;;;;;;;;;;;;;
7501;AVELINE-DUBACH N.;;;;;;;;;;;;;
7502;FOL S.;MIOT Y.;VIGNAL C.;;;;;;;;;;;
7503;BESSE J.-M.;;;;;;;;;;;;;
7504;BESSE J.-M.;;;;;;;;;;;;;
7505;BESSE J.-M.;;;;;;;;;;;;;
7506;BOYER G.;CLERC P.;ZANCARINI-FOURNEL M.;;;;;;;;;;;
7507;CLERC P.;ROBIC M.-C.;;;;;;;;;;;;
7509;ORAIN O.;;;;;;;;;;;;;
7510;ROBERT S.;VERDIER N.;;;;;;;;;;;;
7511;BANOS A.;LANG C.;;MARILLEAU N.;;;;;;;;;;
7512;BANOS A.;LANG C.;;MARILLEAU N.;;;;;;;;;;
7513;DUCRUET C.;;;;;;;;;;;;;
7514;CLERVAL A.;FLEURY A.;REBOTIER J.;WEBER S.;;;;;;;;;;
7515;BECKOUCHE P.;GRASLAND C.;GUERIN-PACE F.;MOISSERON J.-Y.;;;;;;;;;;
7516;CREMASCHI M.;DELPIROU A.;RIVIERE D.;SALONE C.;;;;;;;;;;
7517;HIRSCHHAUSEN B. von;GRANDITS H;KRAFT C.;MÜLLER D.;SERRIER T.;;;;;;;;;
7518;MATTEI M.-F.;PUMAIN D.;;;;;;;;;;;;
7519;SANDERS L.;RUAS A.;;;;;;;;;;;;
7520;SCHMOLL C.;THIOLLET H.;WIHTOL DE WENDEN C.;;;;;;;;;;;
7521;SCHMOLL C.;DIRENBERGER L.;L.;;;;;;;;;;;
7522;ZANIN C.;BORD J-P.;BRONNER A.C.;;;;;;;;;;;
7523;SANTAMARIA F.;;;;;;;;;;;;;
7524;ORAIN O.;;;;;;;;;;;;;
7525;REPELLIN P.;DURET B.;BARLES S.;;;;;;;;;;;
7526;BRES A.;;;;;;;;;;;;;
7528;BESSE J.-M.;PALSKY G.;;;;;;;;;;;;
7529;BESSE J.-M.;;;;;;;;;;;;;
7530;BESSE J.-M.;;;;;;;;;;;;;
7533;BOUCHERON P.;FUMEY G.;GRATALOUP C.;;;;;;;;;;;
7534;GRATALOUP C.;;;;;;;;;;;;;
7535;PALSKY G.;BESSE J.-M.;BAILLY J.-C.;;;;;;;;;;;
7537;VERDIER N.;;;;;;;;;;;;;
7538;CATTAN N.;LEROY S.;;;;;;;;;;;;
7539;MATHIAN H.;SANDERS L.;;;;;;;;;;;;
7540;MATHIAN H.;SANDERS L.;;;;;;;;;;;;
7542;BARLES S.;;;;;;;;;;;;;
7543;BESSE J.-M.;;;;;;;;;;;;;
7544;BESSE J.-M.;;;;;;;;;;;;;
7545;BESSE J.-M.;;;;;;;;;;;;;
7546;BESSE J.-M.;;;;;;;;;;;;;
7547;BESSE J.-M.;;;;;;;;;;;;;
7548;BESSE J.-M.;;;;;;;;;;;;;
7549;BESSE J.-M.;;;;;;;;;;;;;
7550;BESSE J.-M.;;;;;;;;;;;;;
7551;BESSE J.-M.;;;;;;;;;;;;;
7552;BESSE J.-M.;;;;;;;;;;;;;
7553;BESSE J.-M.;;;;;;;;;;;;;
7554;BESSE J.-M.;COUZINET M.-D.;;;;;;;;;;;;
7555;OLMEDO E.;;;;;;;;;;;;;
7556;OLMEDO E.;;;;;;;;;;;;;
7557;OLMEDO E.;;;;;;;;;;;;;
7558;OLMEDO E.;;;;;;;;;;;;;
7559;OLMEDO E.;;;;;;;;;;;;;
7560;ORAIN O.;ROBIC M.-C.;;;;;;;;;;;;
7561;ORAIN O.;;;;;;;;;;;;;
7562;ORAIN O.;;;;;;;;;;;;;
7563;ORAIN O.;;;;;;;;;;;;;
7564;ORAIN O.;;;;;;;;;;;;;
7565;PICHON M.;;;;;;;;;;;;;
7566;PICHON M.;;;;;;;;;;;;;
7567;ROSEMBERG M.;;;;;;;;;;;;;
7568;ROSEMBERG M.;;;;;;;;;;;;;
7569;ROSEMBERG M.;;;;;;;;;;;;;
7570;ROSEMBERG M.;;;;;;;;;;;;;
7571;SIMON D.;;;;;;;;;;;;;
7572;VERDIER N.;;;;;;;;;;;;;
7573;VERDIER N.;;;;;;;;;;;;;
7574;BRETAGNOLLE A.;;;;;;;;;;;;;
7575;DUCRUET C.;;;;;;;;;;;;;
7576;DUCRUET C.;;;;;;;;;;;;;
7577;DUCRUET C.;;;;;;;;;;;;;
7578;FRANÇOIS J.-C.;;;;;;;;;;;;;
7579;FRANÇOIS J.-C.;;;;;;;;;;;;;
7580;BRETAGNOLLE A.;GUEROIS M.;MATHIAN H.;PAVARD A.;;;;;;;;;;
7581;GIRAUD T.;GUEROIS M.;LAMBERT N.;VIRY M.;YSEBAERT R.;;;;;;;;;
7582;LE GOIX R.;;;;;;;;;;;;;
7583;LE GOIX R.;;;;;;;;;;;;;
7584;LE GOIX R.;;;;;;;;;;;;;
7585;LE GOIX R.;;;;;;;;;;;;;
7586;LE GOIX R.;;;;;;;;;;;;;
7587;DI MEO G.;FOURAULT-CAUET V.;QUEVA C.;;;;;;;;;;;
7588;DI MEO G.;QUEVA C.;;;;;;;;;;;;
7589;HIRSCHHAUSEN B. von;;;;;;;;;;;;;
7590;HIRSCHHAUSEN B. von;;;;;;;;;;;;;
7591;LAZZAROTTI O.;FOURAULT-CAUET V.;QUEVA C.;;;;;;;;;;;
7592;TROUDE A.;;;;;;;;;;;;;
7593;BARLES S.;;;;;;;;;;;;;
7594;BARLES S.;;;;;;;;;;;;;
7595;PUMAIN D.;ROBIC M.-C.;RÖSSLER M.;;;;;;;;;;;
7596;DUCRUET C.;;;;;;;;;;;;;
7597;LOPEZ P.;;;;;;;;;;;;;
7598;LOPEZ P.;;;;;;;;;;;;;
7599;LOPEZ P.;;;;;;;;;;;;;
7600;LOPEZ P.;;;;;;;;;;;;;
7601;LOPEZ P.;;;;;;;;;;;;;
7602;RIVIERE D.;;;;;;;;;;;;;
7603;BOGNON S.;BARLES S.;BILLEN G.;GARNIER J.;;;;;;;;;;
7604;BARLES S.;;;;;;;;;;;;;
7605;BERROIR S.;DESJARDINS X.;FLEURY A.;QUEVA C.;BRES A.;BRETAGNOLLE A.;DELAGE M.;DOUAY N.;FOL S.;GUEROIS M.;LE GOIX R.;MAULAT J.;PERSYN N.;
7606;OLMEDO E.;MALEK S.;HERAULT O.;;;;;;;;;;;
7607;BRETAGNOLLE A.;FRANC A.;;;;;;;;;;;;
7608;GUEROIS M.;BRETAGNOLLE A.;MATHIAN H.;PAVARD A.;;;;;;;;;;
7609;BRETAGNOLLE A.;GUEROIS M.;MATHIAN H.;PAVARD A.;;;;;;;;;;
7610;BRETAGNOLLE A.;GUEROIS M.;MATHIAN H.;PAVARD A.;;;;;;;;;;
7611;BERROIR S.;CATTAN N.;GUEROIS M.;PAULUS F.;VACCHIANI-MARCUZZO C.;;;;;;;;;
7612;DUCRUET C.;ITOH H.;MERK O.;;;;;;;;;;;
7614;FEREDJ A.;GIRAUD T.;GRASLAND C.;GUEROIS M.;LOUVET R.;MADELIN M.;MICHEL Y.;YSEBAERT R.;;;;;;
7615;DESJARDINS X.;BERROIR S.;QUEVA C.;FLEURY A.;;;;;;;;;;
7616;DUVAL P.P.;GETTON F.;PUMAIN D.;;;;;;;;;;;
7617;PUMAIN D.;DARDELLE F.;;;;;;;;;;;;
7618;SANDERS L.;;;;;;;;;;;;;
7619;ALBECKER M.-F.;;;;;;;;;;;;;
7620;SANTAMARIA F.;;;;;;;;;;;;;
7621;OLMEDO E.;;;;;;;;;;;;;
7622;LE GOIX R.;;;;;;;;;;;;;
7670;KOSMOPOULOS C.;;;;;;;;;;;;;
7714;KOSMOPOULOS C.;LE HAy VIvIAnE;;;;;;;;;;;;
7713;KOSMOPOULOS C.;PumAIn D.;;;;;;;;;;;;
7715;KOSMOPOULOS C.;;;;;;;;;;;;;
7719;CLERC P.;;;;;;;;;;;;;
7720;PREVELAKIS G.;;;;;;;;;;;;;
7721;PREVELAKIS G.;;;;;;;;;;;;;
7722;PREVELAKIS G.;;;;;;;;;;;;;
7723;AVELINE-DUBACH N.;;;;;;;;;;;;;
7724;AVELINE-DUBACH N.;;;;;;;;;;;;;
7725;AVELINE-DUBACH N.;;;;;;;;;;;;;
7726;AVELINE-DUBACH N.;;;;;;;;;;;;;
7727;AVELINE-DUBACH N.;;;;;;;;;;;;;
7728;AVELINE-DUBACH N.;;;;;;;;;;;;;
7729;AVELINE-DUBACH N.;;;;;;;;;;;;;
7730;AVELINE-DUBACH N.;;;;;;;;;;;;;
7731;AVELINE-DUBACH N.;;;;;;;;;;;;;
7732;AVELINE-DUBACH N.;;;;;;;;;;;;;
7733;AVELINE-DUBACH N.;;;;;;;;;;;;;
7734;AVELINE-DUBACH N.;FAURE A. GAUTIER M.;;;;;;;;;;;;
7735;BAUD I.;SCOTT D.;PFEFFER K.;SYDENSTRICKER-NETO J.;DENIS E.;CONSUELO MUGURUZA MINAYA L.;;;;;;;;
7736;DENIS E.;;;;;;;;;;;;;
7737;DENIS E.;;;;;;;;;;;;;
7738;DUBOS-PAILLARD E.;PROVITOLO D.;;;;;;;;;;;;
7739;DUROUDIER S.;;;;;;;;;;;;;
7740;GIRAUD T.;GRASLAND C.;LAMARCHE-PERRIN R.;DEMAZEAU Y.;VINCENT J.M.;;;;;;;;;
7741;GRASLAND C.;BARON M.;BENNASR A.;GUERIN-PACE F.;DE RUFFRAY S.;;;;;;;;;
7742;GRASLAND C.;GUERIN-PACE F.;;;;;;;;;;;;
7743;GRASLAND C.;LE TEXIER M.;;;;;;;;;;;;
7744;PETSIMERIS P.;;;;;;;;;;;;;
7745;PETSIMERIS P.;;;;;;;;;;;;;
7746;PETSIMERIS P.;;;;;;;;;;;;;
7747;PETSIMERIS P.;;;;;;;;;;;;;
7748;PETSIMERIS P.;SANCHEZ AGUILERA D.;;;;;;;;;;;;
7749;PREVELAKIS G.;;;;;;;;;;;;;
7750;PREVELAKIS G.;;;;;;;;;;;;;
7751;PREVELAKIS G.;;;;;;;;;;;;;
7752;RAMAN B.;DENIS E.;;;;;;;;;;;;
7753;RHEIN C.;;;;;;;;;;;;;
7754;RHEIN C.;;;;;;;;;;;;;
7755;RHEIN C.;;;;;;;;;;;;;
7756;RHEIN C.;;;;;;;;;;;;;
7757;SCHMOLL C.;;;;;;;;;;;;;
7758;SCHMOLL C.;;;;;;;;;;;;;
7759;SCHMOLL C.;;;;;;;;;;;;;
7760;WEBER S;ZRINSCAK G.;;;;;;;;;;;;
7761;WEBER S.;ZRINSCAK G.;;;;;;;;;;;;
7762;ZRINSCAK G.;;;;;;;;;;;;;
7763;ASCHAN-LEYGONIE C.;BAUDET-MICHEL S.;;;;;;;;;;;;
7764;AVELINE-DUBACH N.;;;;;;;;;;;;;
7765;AVELINE-DUBACH N.;;;;;;;;;;;;;
7766;AVELINE-DUBACH N.;;;;;;;;;;;;;
7767;AVELINE-DUBACH N.;;;;;;;;;;;;;
7768;AVELINE-DUBACH N.;;;;;;;;;;;;;
7769;AVELINE-DUBACH N.;;;;;;;;;;;;;
7770;AVELINE-DUBACH N.;JOU S-C.;HSIAO M.;;;;;;;;;;;
7771;BAUD I.;DENIS E.;PFEFFER K.;SYDENSTRICKER-NETO J.;SCOTT D.;SUTHERLAND C.;RICHTER C.;;;;;;;
7772;BAUD I.;PFEFFER K.;SCOTT D.;DENIS E.;SYDENSTRICKER-NETO J.;;;;;;;;;
7773;BAUD I.;SCOTT D.;PFEFFER K.;SYDENSTRICKER-NETO J.;DENIS E.;;;;;;;;;
7774;BECKOUCHE P.;BESNARD P.;GRASLAND C.;LAMBERT N.;PECOUT H.;RICHARD Y.;ZANIN C.;;;;;;;
7775;BOULIER J.;;;;;;;;;;;;;
7776;BRENNETOT A.;GIRAUD T.;GRASLAND C.;LAMARCHE-PERRIN R.;MATHIAN H.;PLUMEJEAUD S.;DE RUFFRAY S.;SEVERO M.;;;;;;
7777;CATTAN N.;;;;;;;;;;;;;
7778;CHOPLIN A.;PLANEL S.;DENIS E.;FIQUET E.;RAMAN B.;DUPRET B.;;;;;;;;
7779;DELORME C.;GRASLAND C.;LAMARCHE-PERRIN M.;;;;;;;;;;;
7780;DENIS E.;;;;;;;;;;;;;
7781;DEPREST F.;;;;;;;;;;;;;
7782;DUBOS-PAILLARD E.;LANGLOIS P.;;;;;;;;;;;;
7783;DUBOS-PAILLARD E.;MA K.;LANGLOIS P.;TAILLANDIER P.;SAMIE R.;;;;;;;;;
7784;DUROUDIER S.;;;;;;;;;;;;;
7785;DUROUDIER S.;;;;;;;;;;;;;
7786;GRASLAND C.;VINCENT J.M.;DE RUFFRAY S.;;;;;;;;;;;
7787;KENNEDY L.;VARREL A.;DENIS E.;DUPONT V.;DHANALAKSHMI R.;ROUMEAU S.;SAHARAN T.;;;;;;;
7788;PETSIMERIS P.;;;;;;;;;;;;;
7789;PETSIMERIS P.;;;;;;;;;;;;;
7790;PETSIMERIS P.;BALL S.;;;;;;;;;;;;
7791;PETSIMERIS P.;RIMOLDI S.;;;;;;;;;;;;
7792;PROVITOLO D.;DUBOS-PAILLARD E.;MULLER J.P;;;;;;;;;;;
7793;PROVITOLO D.;DUBOS-PAILLARD E.;VERDIERE N.;LANZA V.;CHARRIER R.;BERTELLE C.;AZIZ-ALLOUI M.A.;;;;;;;
7794;RHEIN C.;;;;;;;;;;;;;
7795;RHEIN C.;;;;;;;;;;;;;
7796;RHEIN C.;PALIBRK M.;;;;;;;;;;;;
7797;RICHTER C.;MISCIONE G.;PFEFFER K.;BAUD I.;DENIS E.;;;;;;;;;
7798;SCHMOLL C.;;;;;;;;;;;;;
7799;SCHMOLL C.;;;;;;;;;;;;;
7800;SWERTS E.;PUMAIN D.;DENIS E.;;;;;;;;;;;
7801;VERDIERE N.;LANZA V.;CHARRIER R.;PROVITOLO D.;DUBOS-PAILLARD E.;BERTELLE C.;AZIZ-ALLOUI M.A.;;;;;;;
7802;ASCHAN-LEYGONIE C.;BAUDET-MICHEL S.;HARPET C.;AUGENDRE M.;LAVIE E.;GRESILLON E.;HECHINGER M.;;;;;;;
7803;AVELINE-DUBACH N.;;;;;;;;;;;;;
7804;AVELINE-DUBACH N.;;;;;;;;;;;;;
7805;BARON M.;GRASLAND C.;DE RUFFRAY S.;BENNASR A.;;;;;;;;;;
7806;BAUD I.;SCOTT D.;PFEFFER K.;SYDENSTRICKER-NETO J.;DENIS E.;;;;;;;;;
7807;BAUDET-MICHEL S.;;;;;;;;;;;;;
7808;BELAREM M.;BENNASR A.;GRASLAND C.;;;;;;;;;;;
7809;BERROIR S.;DELAGE M.;;;;;;;;;;;;
7810;BERROIR S.;DELAGE M.;FLEURY A.;FOL S.;GUEROIS M.;MAULAT J.;RAAD L.;VALLEE J.;;;;;;
7811;BERROIR S.;GENEAU dE LAMARLIERE I.;PERSYN N.;;;;;;;;;;;
7812;BOULIER J.;DUBOS-PAILLARD E.;PAVARD A.;;;;;;;;;;;
7813;BOULIER J.;DUBOS-PAILLARD E.;PAVARD A.;;;;;;;;;;;
7814;BOULIER J.;SIMON L..;;;;;;;;;;;;
7815;BOULIER J.;SIMON L..;;;;;;;;;;;;
7816;COMMENGES H.;GIRAUD T.;BOULIER J.;;;;;;;;;;;
7817;DUBOS-PAILLARD E.;BOULIER J.;PAVARD A.;;;;;;;;;;;
7818;DUBOS-PAILLARD E.;BOULIER J.;PAVARD A.;;;;;;;;;;;
7819;DUBOS-PAILLARD E.;BOULIER J.;PAVARD A.;;;;;;;;;;;
7820;DUROUDIER S.;;;;;;;;;;;;;
7821;DUROUDIER S.;;;;;;;;;;;;;
7822;GALLEZ C.;MAULAT J.;ROY-BAILLARGEON O.;THEBERT M.;;;;;;;;;;
7823;GODILLON S.;VALLEE J.;;;;;;;;;;;;
7824;GRASLAND C.;;;;;;;;;;;;;
7825;GRASLAND C.;BARON M.;BENNASR A.;DE RUFFRAY S.;ZANIN C.;;;;;;;;;
7826;GRASLAND C.;GIRAUD T.;LAMBERT N.;PECOUT H.;DE RUFFRAY S.;;;;;;;;;
7827;GRAVIER J.;;;;;;;;;;;;;
7828;HIRSCHHAUSEN B. von;LöwIs S.;CASANOVA K.;;;;;;;;;;;
7829;KESTENS Y.;CHAIX B.;SHARECK M.;VALLEE J.;;;;;;;;;;
7830;LE BIGOT B.;;;;;;;;;;;;;
7831;LE CORRE T.;;;;;;;;;;;;;
7832;LE CORRE T.;CITRON P.;;;;;;;;;;;;
7833;LE CORRE T.;HOULLIER GUIBERT C-E.;;;;;;;;;;;;
7834;LE GOIX R.;;;;;;;;;;;;;
7835;MAULAT J.;;;;;;;;;;;;;
7836;NUSSBAUM F.;;;;;;;;;;;;;
7837;PETSIMERIS P.;RIMOLDI S.;SANCHEZ AGUILERA D.;;;;;;;;;;;
7838;PETSIMERIS P.;RIMOLDI S.;SANCHEZ AGUILERA D.;;;;;;;;;;;
7839;PREVELAKIS G.;;;;;;;;;;;;;
7840;PROVITOLO D.;DUBOS-PAILLARD E.;VERDIERE N.;LANZA V.;CHARRIER R.;BERTELLE C.;AZIZ-ALLOUI M.A.;;;;;;;
7841;PROVITOLO D.;DUBOS-PAILLARD E.;VERDIERE N.;LANZA V.;CHARRIER R.;BERTELLE C.;AZIZ-ALLOUI M.A.;;;;;;;
7842;RAMAN B.;PRASAD-ALEYAMMA M.;DE BERCEGOL R.;DENIS E.;ZERAH M. H.;;;;;;;;;
7843;SCHMOLL C.;BERNARDIE-TAHIR N.;;;;;;;;;;;;
7844;SWERTS E.;DENIS E.;;;;;;;;;;;;
7845;VALLEE J.;;;;;;;;;;;;;
7846;VALLEE J.;COMMENGES H.;PERCHOUX C.;KESTENS Y.;CHAIX B.;;;;;;;;;
7847;VANOLO A.;CATTAN N.;;;;;;;;;;;;
7848;VERDIER N.;;;;;;;;;;;;;
7849;ZDANOWSKA N.;;;;;;;;;;;;;
7850;ZERAH M. H.;DENIS E.;;;;;;;;;;;;
7851;ZRINSCAK G.;;;;;;;;;;;;;
7852;ARGYRIOU I.;DOUAY N.;;;;;;;;;;;;
7853;AVELINE-DUBACH N.;;;;;;;;;;;;;
7854;AVELINE-DUBACH N.;;;;;;;;;;;;;
7855;AVELINE-DUBACH N.;;;;;;;;;;;;;
7856;AVELINE-DUBACH N.;;;;;;;;;;;;;
7857;AVELINE-DUBACH N.;;;;;;;;;;;;;
7858;BAHERS J. B.;BARLES S.;DURAND M.;;;;;;;;;;;
7859;BAHOKEN F.;LAGESSE C.;DUCRUET C.;;;;;;;;;;;
7860;BANOS A.;CORSON N.;DAUDE. E;GAUDOU B.;REY S.;;;;;;;;;
7861;BANOS A.;;;;;;;;;;;;;
7862;BANOS A.;CORSON N.;LANG C.;MARILLEAU N.;TAILLANDIER P.;;;;;;;;;
7863;BANOS A.;CORSON N.;GAUDOU B.;LAPERRIERE V.;REY S.;;;;;;;;;
7864;BANOS A.;LANG C.;MARILLEAU N.;;;;;;;;;;;
7865;BARLES S.;;;;;;;;;;;;;
7866;BARLES S.;;;;;;;;;;;;;
7867;BARLES S.;;;;;;;;;;;;;
7868;BARLES S.;;;;;;;;;;;;;
7869;BARLES S.;;;;;;;;;;;;;
7870;BARLES S.;;;;;;;;;;;;;
7871;BARLES S.;;;;;;;;;;;;;
7872;BARLES S.;;;;;;;;;;;;;
7873;BARLES S.;;;;;;;;;;;;;
7874;BARLES S.;;;;;;;;;;;;;
7875;BARLES S.;;;;;;;;;;;;;
7876;BARLES S.;;;;;;;;;;;;;
7877;BARLES S.;BLANC N.;;;;;;;;;;;;
7878;BARLES S.;CERCEAU J.;DEBUISSON M.;;;;;;;;;;;
7879;BARLES S.;COUTARD O.;GUILLERME A.;;;;;;;;;;;
7880;BARLES S.;GUILLERME A.;;;;;;;;;;;;
7881;BAUD I.;PFEFFER K.;SYDENSTRICKER-SETO J.;DENIS E.;SCOTT D.;CONSUELO MUGURUZA MINAYA L.;;;;;;;;
7882;BAUDET-MICHEL S.;CHALONGE L.;LECOMTE C.;;;;;;;;;;;
7883;BAUDET-MICHEL S.;FOL S.;QUEVA C.;;;;;;;;;;;
7884;BAUDET-MICHEL S.;LEBRUN N.;;;;;;;;;;;;
7885;BEAL V.;FOL S.;ROUSSEAU M.;;;;;;;;;;;
